3.692626953125000000e-03	2.288818359375000000e-03	9.062500000000000000e-01	5.664062500000000000e-01	8.398437500000000000e-01	8.056640625000000000e-03	-7.171630859375000000e-04	2.026367187500000000e-02	-1.306533813476562500e-04	7.470703125000000000e-02	-2.803802490234375000e-04	8.164062500000000000e-01	1.245117187500000000e-02	9.843750000000000000e-01	9.765625000000000000e-01	8.085937500000000000e-01	7.080078125000000000e-03	-4.100799560546875000e-04	9.399414062500000000e-03	1.000000000000000000e+00	1.049804687500000000e-02	8.671875000000000000e-01	9.765625000000000000e-01	1.787109375000000000e-01	2.314453125000000000e-01	7.539062500000000000e-01	2.539062500000000000e-02	9.460449218750000000e-03	4.267692565917968750e-05	2.929687500000000000e-03	2.431640625000000000e-01	1.190185546875000000e-03
-1.197814941406250000e-03	7.070312500000000000e-01	5.781250000000000000e-01	9.960937500000000000e-01	9.414062500000000000e-01	8.164062500000000000e-01	1.000000000000000000e+00	6.328125000000000000e-01	8.867187500000000000e-01	6.347656250000000000e-03	9.257812500000000000e-01	3.710937500000000000e-01	9.492187500000000000e-01	8.828125000000000000e-01	8.867187500000000000e-01	3.769531250000000000e-01	6.054687500000000000e-01	9.921875000000000000e-01	2.675781250000000000e-01	6.171875000000000000e-01	8.945312500000000000e-01	5.828857421875000000e-03	1.992187500000000000e-01	1.010742187500000000e-01	8.281250000000000000e-01	3.457031250000000000e-01	2.285156250000000000e-01	7.598876953125000000e-03	8.242187500000000000e-01	9.921875000000000000e-01	9.804687500000000000e-01	2.187500000000000000e-01
1.000000000000000000e+00	8.554687500000000000e-01	1.000000000000000000e+00	7.460937500000000000e-01	9.960937500000000000e-01	9.609375000000000000e-01	1.000000000000000000e+00	9.062500000000000000e-01	8.593750000000000000e-01	7.968750000000000000e-01	6.132812500000000000e-01	9.960937500000000000e-01	7.460937500000000000e-01	9.726562500000000000e-01	1.000000000000000000e+00	9.882812500000000000e-01	9.843750000000000000e-01	5.468750000000000000e-01	1.000000000000000000e+00	9.414062500000000000e-01	7.890625000000000000e-01	8.437500000000000000e-01	9.218750000000000000e-01	9.414062500000000000e-01	7.187500000000000000e-01	8.398437500000000000e-01	5.937500000000000000e-01	9.179687500000000000e-01	9.414062500000000000e-01	9.726562500000000000e-01	2.734375000000000000e-01	9.101562500000000000e-01
1.232910156250000000e-02	2.765655517578125000e-04	9.882812500000000000e-01	9.218750000000000000e-01	1.000000000000000000e+00	3.295898437500000000e-02	9.101562500000000000e-01	1.000000000000000000e+00	3.164062500000000000e-01	9.609375000000000000e-01	9.179687500000000000e-01	7.031250000000000000e-01	9.492187500000000000e-01	9.296875000000000000e-01	2.648925781250000000e-02	8.984375000000000000e-01	9.101562500000000000e-01	8.789062500000000000e-01	7.187500000000000000e-01	5.117187500000000000e-01	8.242187500000000000e-01	9.609375000000000000e-01	9.726562500000000000e-01	7.734375000000000000e-01	8.593750000000000000e-01	7.968750000000000000e-01	9.414062500000000000e-01	8.867187500000000000e-01	6.015625000000000000e-01	5.310058593750000000e-03	9.023437500000000000e-01	1.000000000000000000e+00
9.023437500000000000e-01	9.882812500000000000e-01	9.531250000000000000e-01	4.941406250000000000e-01	9.140625000000000000e-01	1.591796875000000000e-01	1.000000000000000000e+00	9.765625000000000000e-01	8.164062500000000000e-01	1.000000000000000000e+00	9.609375000000000000e-01	9.882812500000000000e-01	9.843750000000000000e-01	5.234375000000000000e-01	1.409912109375000000e-02	-8.926391601562500000e-04	9.804687500000000000e-01	9.765625000000000000e-01	1.000000000000000000e+00	9.804687500000000000e-01	9.062500000000000000e-01	2.382812500000000000e-01	9.960937500000000000e-01	9.296875000000000000e-01	8.007812500000000000e-01	7.031250000000000000e-01	2.685546875000000000e-03	7.421875000000000000e-01	-9.613037109375000000e-04	9.648437500000000000e-01	7.578125000000000000e-01	4.272460937500000000e-02
1.000000000000000000e+00	7.968750000000000000e-01	9.140625000000000000e-01	7.578125000000000000e-01	4.974365234375000000e-03	2.451171875000000000e-01	8.203125000000000000e-01	4.539489746093750000e-04	-3.242492675781250000e-04	8.671875000000000000e-01	6.210937500000000000e-01	5.000000000000000000e-01	3.593750000000000000e-01	2.880859375000000000e-02	5.234375000000000000e-01	8.828125000000000000e-01	9.804687500000000000e-01	1.000000000000000000e+00	3.564453125000000000e-02	9.375000000000000000e-01	7.968750000000000000e-01	9.023437500000000000e-01	8.125000000000000000e-01	5.234375000000000000e-01	2.868652343750000000e-03	7.421875000000000000e-01	6.256103515625000000e-04	4.947185516357421875e-06	9.531250000000000000e-01	3.768920898437500000e-03	-1.792907714843750000e-04	4.531250000000000000e-01
1.000000000000000000e+00	9.453125000000000000e-01	5.000000000000000000e-01	-2.059936523437500000e-04	6.914062500000000000e-01	3.613281250000000000e-01	9.521484375000000000e-02	5.035400390625000000e-04	9.726562500000000000e-01	8.789062500000000000e-01	7.734375000000000000e-01	6.523437500000000000e-01	7.500000000000000000e-01	6.210937500000000000e-01	1.000000000000000000e+00	6.210937500000000000e-01	7.304687500000000000e-01	9.492187500000000000e-01	2.539062500000000000e-01	-1.258850097656250000e-04	1.000000000000000000e+00	7.109375000000000000e-01	-1.897811889648437500e-04	3.007812500000000000e-01	6.127929687500000000e-02	7.968750000000000000e-01	6.072998046875000000e-03	5.000000000000000000e-01	3.476562500000000000e-01	7.568359375000000000e-02	9.843750000000000000e-01	5.218505859375000000e-03
5.976562500000000000e-01	5.898437500000000000e-01	6.210937500000000000e-01	1.884460449218750000e-03	2.119140625000000000e-01	6.640625000000000000e-01	3.398437500000000000e-01	-8.316040039062500000e-04	9.414062500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	7.734375000000000000e-01	1.000000000000000000e+00	1.127929687500000000e-01	5.898437500000000000e-01	5.898437500000000000e-01	5.531311035156250000e-04	3.300781250000000000e-01	-1.919269561767578125e-05	1.564025878906250000e-04	9.140625000000000000e-01	9.804687500000000000e-01	8.605957031250000000e-03	8.828125000000000000e-01	7.226562500000000000e-01	1.000000000000000000e+00	1.015663146972656250e-04	9.375000000000000000e-01	4.082031250000000000e-01	-2.841949462890625000e-04	-7.057189941406250000e-05	4.316406250000000000e-01
7.929687500000000000e-01	5.234375000000000000e-01	1.518249511718750000e-03	-4.692077636718750000e-04	4.746093750000000000e-01	6.562500000000000000e-01	1.000976562500000000e-02	9.882812500000000000e-01	9.687500000000000000e-01	1.000000000000000000e+00	9.062500000000000000e-01	1.630859375000000000e-01	4.003906250000000000e-01	4.648437500000000000e-01	5.000000000000000000e-01	1.000000000000000000e+00	1.202392578125000000e-02	2.294921875000000000e-02	-3.681182861328125000e-04	6.093750000000000000e-01	9.531250000000000000e-01	9.570312500000000000e-01	5.390625000000000000e-01	9.887695312500000000e-03	6.679687500000000000e-01	8.906250000000000000e-01	1.000000000000000000e+00	2.243041992187500000e-03	9.140625000000000000e-01	9.257812500000000000e-01	7.873535156250000000e-03	3.886718750000000000e-01
6.542968750000000000e-02	1.843261718750000000e-02	1.611328125000000000e-02	1.000000000000000000e+00	5.117187500000000000e-01	7.507324218750000000e-03	3.753662109375000000e-03	6.601562500000000000e-01	4.980468750000000000e-01	3.378906250000000000e-01	5.703125000000000000e-01	1.298828125000000000e-01	1.416015625000000000e-02	6.640625000000000000e-01	7.070312500000000000e-01	5.390625000000000000e-01	9.804687500000000000e-01	-8.659362792968750000e-04	3.222656250000000000e-01	9.335937500000000000e-01	5.156250000000000000e-01	5.703125000000000000e-01	1.000000000000000000e+00	7.031250000000000000e-01	3.925781250000000000e-01	8.671875000000000000e-01	5.820312500000000000e-01	9.531250000000000000e-01	9.726562500000000000e-01	9.921875000000000000e-01	-3.547668457031250000e-04	9.423828125000000000e-02
